n,x,y,z,tier,method,status
9562369,,,,T5,Failed (rational residue or no matching identity),failure
9563017,,,,T5,Failed (rational residue or no matching identity),failure
9563089,,,,T5,Failed (rational residue or no matching identity),failure
9563689,,,,T5,Failed (rational residue or no matching identity),failure
9563761,,,,T5,Failed (rational residue or no matching identity),failure
9564769,,,,T5,Failed (rational residue or no matching identity),failure
9565529,,,,T5,Failed (rational residue or no matching identity),failure
9565537,,,,T5,Failed (rational residue or no matching identity),failure
9565697,,,,T5,Failed (rational residue or no matching identity),failure
9565921,,,,T5,Failed (rational residue or no matching identity),failure
9566041,,,,T5,Failed (rational residue or no matching identity),failure
9566377,,,,T5,Failed (rational residue or no matching identity),failure
9566761,,,,T5,Failed (rational residue or no matching identity),failure
9567121,,,,T5,Failed (rational residue or no matching identity),failure
9568081,,,,T5,Failed (rational residue or no matching identity),failure
9568201,,,,T5,Failed (rational residue or no matching identity),failure
9568441,,,,T5,Failed (rational residue or no matching identity),failure
9568969,,,,T5,Failed (rational residue or no matching identity),failure
9569689,,,,T5,Failed (rational residue or no matching identity),failure
9570361,,,,T5,Failed (rational residue or no matching identity),failure
9572281,,,,T5,Failed (rational residue or no matching identity),failure
9574849,,,,T5,Failed (rational residue or no matching identity),failure
9575161,,,,T5,Failed (rational residue or no matching identity),failure
9576169,,,,T5,Failed (rational residue or no matching identity),failure
9576529,,,,T5,Failed (rational residue or no matching identity),failure
9577369,,,,T5,Failed (rational residue or no matching identity),failure
9577457,,,,T5,Failed (rational residue or no matching identity),failure
9578137,,,,T5,Failed (rational residue or no matching identity),failure
9579649,,,,T5,Failed (rational residue or no matching identity),failure
9580321,,,,T5,Failed (rational residue or no matching identity),failure
9580729,,,,T5,Failed (rational residue or no matching identity),failure
9581329,,,,T5,Failed (rational residue or no matching identity),failure
9581401,,,,T5,Failed (rational residue or no matching identity),failure
9581881,,,,T5,Failed (rational residue or no matching identity),failure
9582049,,,,T5,Failed (rational residue or no matching identity),failure
9582409,,,,T5,Failed (rational residue or no matching identity),failure
9582457,,,,T5,Failed (rational residue or no matching identity),failure
9585361,,,,T5,Failed (rational residue or no matching identity),failure
9585577,,,,T5,Failed (rational residue or no matching identity),failure
9586537,,,,T5,Failed (rational residue or no matching identity),failure
9586921,,,,T5,Failed (rational residue or no matching identity),failure
9588049,,,,T5,Failed (rational residue or no matching identity),failure
9588121,,,,T5,Failed (rational residue or no matching identity),failure
9589441,,,,T5,Failed (rational residue or no matching identity),failure
9590233,,,,T5,Failed (rational residue or no matching identity),failure
9592489,,,,T5,Failed (rational residue or no matching identity),failure
9592801,,,,T5,Failed (rational residue or no matching identity),failure
9593161,,,,T5,Failed (rational residue or no matching identity),failure
9595441,,,,T5,Failed (rational residue or no matching identity),failure
9595601,,,,T5,Failed (rational residue or no matching identity),failure
9596161,,,,T5,Failed (rational residue or no matching identity),failure
9596689,,,,T5,Failed (rational residue or no matching identity),failure
9597449,,,,T5,Failed (rational residue or no matching identity),failure
9598801,,,,T5,Failed (rational residue or no matching identity),failure
9599329,,,,T5,Failed (rational residue or no matching identity),failure
9599881,,,,T5,Failed (rational residue or no matching identity),failure
9601201,,,,T5,Failed (rational residue or no matching identity),failure
9601849,,,,T5,Failed (rational residue or no matching identity),failure
9602041,,,,T5,Failed (rational residue or no matching identity),failure
9602377,,,,T5,Failed (rational residue or no matching identity),failure
9602953,,,,T5,Failed (rational residue or no matching identity),failure
9603049,,,,T5,Failed (rational residue or no matching identity),failure
9604321,,,,T5,Failed (rational residue or no matching identity),failure
9604729,,,,T5,Failed (rational residue or no matching identity),failure
9604801,,,,T5,Failed (rational residue or no matching identity),failure
9604873,,,,T5,Failed (rational residue or no matching identity),failure
9604897,,,,T5,Failed (rational residue or no matching identity),failure
9605593,,,,T5,Failed (rational residue or no matching identity),failure
9605929,,,,T5,Failed (rational residue or no matching identity),failure
9607249,,,,T5,Failed (rational residue or no matching identity),failure
9607921,,,,T5,Failed (rational residue or no matching identity),failure
9608569,,,,T5,Failed (rational residue or no matching identity),failure
9609961,,,,T5,Failed (rational residue or no matching identity),failure
9610129,,,,T5,Failed (rational residue or no matching identity),failure
9611281,,,,T5,Failed (rational residue or no matching identity),failure
9612241,,,,T5,Failed (rational residue or no matching identity),failure
9612529,,,,T5,Failed (rational residue or no matching identity),failure
9613321,,,,T5,Failed (rational residue or no matching identity),failure
9613729,,,,T5,Failed (rational residue or no matching identity),failure
9613921,,,,T5,Failed (rational residue or no matching identity),failure
9615241,,,,T5,Failed (rational residue or no matching identity),failure
9615721,,,,T5,Failed (rational residue or no matching identity),failure
9615769,,,,T5,Failed (rational residue or no matching identity),failure
9617089,,,,T5,Failed (rational residue or no matching identity),failure
9617449,,,,T5,Failed (rational residue or no matching identity),failure
9617689,,,,T5,Failed (rational residue or no matching identity),failure
9617761,,,,T5,Failed (rational residue or no matching identity),failure
9618001,,,,T5,Failed (rational residue or no matching identity),failure
9618601,,,,T5,Failed (rational residue or no matching identity),failure
9619153,,,,T5,Failed (rational residue or no matching identity),failure
9619369,,,,T5,Failed (rational residue or no matching identity),failure
9623161,,,,T5,Failed (rational residue or no matching identity),failure
9623953,,,,T5,Failed (rational residue or no matching identity),failure
9624001,,,,T5,Failed (rational residue or no matching identity),failure
9624169,,,,T5,Failed (rational residue or no matching identity),failure
9624841,,,,T5,Failed (rational residue or no matching identity),failure
9625081,,,,T5,Failed (rational residue or no matching identity),failure
9625849,,,,T5,Failed (rational residue or no matching identity),failure
9627097,,,,T5,Failed (rational residue or no matching identity),failure
9627601,,,,T5,Failed (rational residue or no matching identity),failure
9628009,,,,T5,Failed (rational residue or no matching identity),failure
9629401,,,,T5,Failed (rational residue or no matching identity),failure
9629881,,,,T5,Failed (rational residue or no matching identity),failure
9630241,,,,T5,Failed (rational residue or no matching identity),failure
9630793,,,,T5,Failed (rational residue or no matching identity),failure
9631249,,,,T5,Failed (rational residue or no matching identity),failure
9631561,,,,T5,Failed (rational residue or no matching identity),failure
9631801,,,,T5,Failed (rational residue or no matching identity),failure
9633409,,,,T5,Failed (rational residue or no matching identity),failure
9633769,,,,T5,Failed (rational residue or no matching identity),failure
9633889,,,,T5,Failed (rational residue or no matching identity),failure
9634969,,,,T5,Failed (rational residue or no matching identity),failure
9635089,,,,T5,Failed (rational residue or no matching identity),failure
9635929,,,,T5,Failed (rational residue or no matching identity),failure
9637081,,,,T5,Failed (rational residue or no matching identity),failure
9637489,,,,T5,Failed (rational residue or no matching identity),failure
9638401,,,,T5,Failed (rational residue or no matching identity),failure
9638929,,,,T5,Failed (rational residue or no matching identity),failure
9639169,,,,T5,Failed (rational residue or no matching identity),failure
9639529,,,,T5,Failed (rational residue or no matching identity),failure
9640009,,,,T5,Failed (rational residue or no matching identity),failure
9640801,,,,T5,Failed (rational residue or no matching identity),failure
9640849,,,,T5,Failed (rational residue or no matching identity),failure
9641041,,,,T5,Failed (rational residue or no matching identity),failure
9641809,,,,T5,Failed (rational residue or no matching identity),failure
9642889,,,,T5,Failed (rational residue or no matching identity),failure
